,0
ADA-USD,0.0
BCH-USD,0.0
BTC-USD,0.06726160493732505
DOGE-USD,1.7498486391227253e-19
ETH-USD,2.0438668374676715e-18
LINK-USD,0.0
LTC-USD,2.9065139611587277e-19
MANA-USD,0.0
XLM-USD,0.0
XRP-USD,9.779636400013703e-20
SPXT,0.29706791903774304
XCMP,0.2990327759263301
SOFR,0.28060397274767174
VIX,0.056033727350929916
